model,model_label,params,training,example_index,hop,question,load_status,context_available,failure_mode,gold_any_in_context,gold_all_in_context,evidence_support_ratio,answer_set_error,em,f1,precision,recall,missing_count,extra_count,gold_answer_count,pred_answer_count
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,109,1,what films did [Peggie Castle] act in,valid_json,True,hallucination / grounding failure,True,True,0.375,partial: overgeneration,0.0,0.4,0.25,1.0,0,3,1,4
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,110,1,what movies did [Jutta Hoffmann] star in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,111,1,what movies did [Noah Bean] star in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,112,1,what films does [Stephen Gevedon] appear in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,113,1,what films did [Robert Culp] star in,valid_json,True,hallucination / grounding failure,True,True,0.8,partial: incomplete answer set,0.0,0.7499999999999999,1.0,0.6,2,0,5,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,114,1,what does [Anna Quayle] act in,valid_json,True,hallucination / grounding failure,True,True,0.25,partial: overgeneration,0.0,0.6666666666666666,0.5,1.0,0,1,1,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,115,1,what movies did [Cher] act in,valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: incomplete answer set,0.0,0.25,1.0,0.14285714285714285,6,0,7,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,116,1,what films did [Will Ferrell] act in,valid_json,True,reasoning / path selection failure,True,True,1.0,exact miss,0.0,0.0,0.0,0.0,16,1,16,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,117,1,what films did [Fernando Cayo] star in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,118,1,[Liz Renay] appears in which movies,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,119,1,what movies did [Beatriz Batarda] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,120,1,[Sharni Vinson] appears in which movies,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,121,1,[Mehdi Nebbou] appears in which movies,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,122,1,what movies was [Jason O'Mara] an actor in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,123,1,what movies did [Astrid Meyerfeldt] star in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,124,1,what movies did [Ken Foree] act in,valid_json,True,hallucination / grounding failure,True,True,0.7894736842105263,exact miss,0.0,0.0,0.0,0.0,3,1,3,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,125,1,what movies did [Irene Purcell] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.5714285714285714,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,126,1,what movies was [Dalton Trumbo] an actor in,valid_json,True,hallucination / grounding failure,True,True,0.4,exact miss,0.0,0.0,0.0,0.0,1,4,1,45
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,127,1,what movies was [Rafael Alonso] an actor in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,128,1,what movies did [George Tiller] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.3333333333333333,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,129,1,what movies was [Harry Hill] an actor in,valid_json,True,"correct answer, unsupported evidence",True,True,0.4,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,130,1,what films did [Duong Don] act in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,131,1,[Stephen Frears] appears in which movies,valid_json,True,hallucination / grounding failure,True,True,0.8333333333333334,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,132,1,what movies was [Kay Kyser] an actor in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,133,1,what does [Richard Rober] act in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,134,1,[Moe Howard] appears in which movies,valid_json,True,hallucination / grounding failure,True,True,0.5555555555555556,partial: incomplete answer set,0.0,0.5,1.0,0.3333333333333333,2,0,3,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,135,1,what movies did [Pamela Reed] star in,valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: incomplete answer set,0.0,0.6666666666666666,1.0,0.5,1,0,2,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,136,1,what movies did [Anika Noni Rose] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.5,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,137,1,what does [Tony Martin] star in,valid_json,True,partial overlap: incomplete answer set,True,True,1.0,partial: incomplete answer set,0.0,0.5,1.0,0.3333333333333333,2,0,3,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,138,1,what movies did [John Call] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.3333333333333333,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,139,1,what films did [Leigh McCormack] star in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,140,1,what does [Alice Brady] appear in,valid_json,True,"correct answer, unsupported evidence",True,True,0.8,correct,1.0,1.0,1.0,1.0,0,0,4,4
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,141,1,what does [Patrick Breen] appear in,valid_json,True,hallucination / grounding failure,True,True,0.625,exact miss,0.0,0.0,0.0,0.0,3,1,3,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,142,1,what does [Leandro Firmino] act in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,143,1,what does [Clancy Brown] act in,valid_json,True,partial overlap: incomplete answer set,True,True,1.0,partial: incomplete answer set,0.0,0.5714285714285715,1.0,0.4,6,0,10,6
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,144,1,what does [Brendan Coyle] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,145,1,what films did [Debby Ryan] star in,valid_json,True,hallucination / grounding failure,True,True,0.3333333333333333,partial: incomplete answer set,0.0,0.6666666666666666,1.0,0.5,1,0,2,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,146,1,what films did [Laurel Holloman] act in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,147,1,what movies did [Frank Ramírez] star in,valid_json,True,hallucination / grounding failure,True,True,0.4,partial: overgeneration,0.0,0.5,0.3333333333333333,1.0,0,2,1,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,148,1,what films does [Alison Routledge] appear in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,149,1,what movies did [Eddie Cantor] star in,valid_json,True,hallucination / grounding failure,True,True,0.6,partial: incomplete answer set,0.0,0.8,1.0,0.6666666666666666,1,0,3,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,150,1,what movies did [Dorothy Dell] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,151,1,what does [Jason Behr] act in,valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: missing + extra,0.0,0.5,0.5,0.5,1,1,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,152,1,what does [Peter Bull] appear in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,153,1,what does [Ronald Zehrfeld] star in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,154,1,what films did [Kathryn Grayson] star in,valid_json,True,hallucination / grounding failure,True,True,0.7272727272727273,exact miss,0.0,0.0,0.0,0.0,4,2,4,11
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,155,1,what does [Larenz Tate] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.8333333333333334,correct,1.0,1.0,1.0,1.0,0,0,6,6
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,156,1,what does [Candy Darling] star in,valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,exact miss,0.0,0.0,0.0,0.0,2,1,2,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,157,1,what movies did [Robbi Morgan] star in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,158,1,what films did [George Harrison] star in,valid_json,True,"correct answer, unsupported evidence",True,True,0.5555555555555556,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,159,1,what does [Edward Chapman] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.25,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,160,1,what films did [Tom Savini] star in,valid_json,True,hallucination / grounding failure,True,True,0.5555555555555556,partial: missing + extra,0.0,0.5,0.5,0.5,1,1,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,161,1,what does [Pat O'Brien] appear in,valid_json,True,partial overlap: incomplete answer set,True,True,1.0,partial: incomplete answer set,0.0,0.631578947368421,1.0,0.46153846153846156,7,0,13,6
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,162,1,what does [Bob Dermer] appear in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,163,1,what movies did [Anna Paquin] star in,valid_json,True,hallucination / grounding failure,True,True,0.9,partial: incomplete answer set,0.0,0.7142857142857143,1.0,0.5555555555555556,4,0,9,6
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,164,1,what films did [Mia Sara] act in,valid_json,True,hallucination / grounding failure,True,True,0.8,partial: incomplete answer set,0.0,0.8571428571428571,1.0,0.75,1,0,4,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,165,1,what does [Larry Fessenden] act in,valid_json,True,hallucination / grounding failure,True,True,0.5,partial: incomplete answer set,0.0,0.6666666666666666,1.0,0.5,2,0,4,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,166,1,what films did [Terry Kinney] star in,valid_json,True,hallucination / grounding failure,True,True,0.4,partial: overgeneration,0.0,0.6666666666666666,0.5,1.0,0,1,1,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,167,1,what movies did [Monte Hale] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,168,1,what movies did [Erland Josephson] act in,valid_json,True,hallucination / grounding failure,True,True,0.8333333333333334,partial: overgeneration,0.0,0.8571428571428571,0.75,1.0,0,1,3,4
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,169,1,what films did [Aksel Hennie] star in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,170,1,what does [Lorenzo Quinteros] star in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,171,1,what does [Jared Padalecki] appear in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,172,1,[Richard Armitage] appears in which movies,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,173,1,what films did [Jennifer Lopez] act in,valid_json,True,hallucination / grounding failure,True,True,0.9230769230769231,partial: incomplete answer set,0.0,0.10526315789473684,1.0,0.05555555555555555,17,0,18,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,174,1,[Alicia Rodríguez] appears in which movies,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,175,1,what movies did [Frank Bonner] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,176,1,what does [Richard Boone] act in,valid_json,True,partial overlap: incomplete answer set,True,True,1.0,partial: incomplete answer set,0.0,0.8750000000000001,1.0,0.7777777777777778,2,0,9,7
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,177,1,what films did [Tracy Pollan] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,178,1,what does [Carla Balenda] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,179,1,what films did [Carmen Duncan] act in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,180,1,what movies was [Gabrielle Anwar] an actor in,valid_json,True,hallucination / grounding failure,True,True,0.8571428571428571,partial: missing + extra,0.0,0.3333333333333333,0.5,0.25,3,1,4,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,181,1,what movies did [Dominic Purcell] star in,valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: incomplete answer set,0.0,0.9090909090909091,1.0,0.8333333333333334,1,0,6,5
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,182,1,what movies did [Anton Yelchin] star in,valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: missing + extra,0.0,0.8000000000000002,0.8,0.8,1,1,5,5
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,183,1,what movies did [Jean Gabin] act in,valid_json,True,hallucination / grounding failure,True,True,0.875,partial: incomplete answer set,0.0,0.19999999999999998,1.0,0.1111111111111111,8,0,9,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,184,1,what films did [Lupe Ontiveros] act in,valid_json,True,hallucination / grounding failure,True,True,0.3333333333333333,partial: incomplete answer set,0.0,0.6666666666666666,1.0,0.5,1,0,2,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,185,1,what films does [Michael Hardt] appear in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,186,1,what does [Noah Hathaway] star in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,187,1,what does [Kaaren Verne] act in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,188,1,[Mila Parély] appears in which movies,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,189,1,what movies was [Robert Redford] an actor in,valid_json,True,hallucination / grounding failure,True,True,0.75,partial: incomplete answer set,0.0,0.17142857142857143,1.0,0.09375,29,0,32,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,190,1,what movies did [Harry Morgan] star in,valid_json,True,answer hallucination / grounding failure,True,True,,exact miss,0.0,0.0,0.0,0.0,4,1,4,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,191,1,what does [Anton Corbijn] star in,valid_json,True,hallucination / grounding failure,True,True,0.75,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,192,1,what films did [Omri Katz] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.75,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,193,1,what movies did [Grégoire Aslan] act in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,194,1,what movies did [Scott Bakula] act in,valid_json,True,hallucination / grounding failure,True,True,0.7142857142857143,partial: incomplete answer set,0.0,0.4,1.0,0.25,3,0,4,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,195,1,what movies did [Derek de Lint] star in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,196,1,what does [Reika Hashimoto] act in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,197,1,what movies did [Philip Bretherton] act in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,198,1,what does [Rooney Mara] act in,valid_json,True,hallucination / grounding failure,True,True,0.2,exact miss,0.0,0.0,0.0,0.0,6,1,6,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,199,1,what films did [Yaya DaCosta] act in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,200,1,what films does [Sally Fraser] appear in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,201,1,what does [Vince Colosimo] act in,valid_json,True,hallucination / grounding failure,True,True,0.5,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,202,1,what films did [Rachel Ward] star in,valid_json,True,hallucination / grounding failure,True,True,0.7058823529411765,exact miss,0.0,0.0,0.0,0.0,5,1,5,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,203,1,what does [Laurie Simmons] star in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,204,1,what movies did [Margaret Avery] star in,valid_json,True,"correct answer, unsupported evidence",True,True,0.5,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,205,1,what does [Brad Dourif] appear in,valid_json,True,partial overlap: incomplete answer set,True,True,1.0,partial: incomplete answer set,0.0,0.8333333333333333,1.0,0.7142857142857143,2,0,7,5
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,206,1,what films did [Shawn Ku] act in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,207,1,what does [Draga Olteanu Matei] appear in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,208,1,what movies did [Jonas Chernick] star in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,209,1,what films does [Abhay Deol] appear in,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,210,1,what movies did [Julie Davis] act in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
